id	level	simp	trad	pinyin	tones	pos	notationSimp	notationTrad	defs
L6-0114	6	炒	炒	chǎo	3	V	炒	炒	to sauté; to stir-fry; to speculate (in real estate etc); to scalp; to hype up; to sack; to fire (sb)
L6-0115	6	炒股	炒股	chǎo gǔ	3,3		炒股	炒股	(coll.) to speculate in stocks
L6-0116	6	炒作	炒作	chǎo zuò	3,4	V	炒作	炒作	to hype; to promote (in the media)
L6-0117	6	车号	車號	chē hào	1,4	N	车号	車號	vehicle number (license plate number, taxi number, bus number, train car number)
L6-0118	6	车牌	車牌	chē pái	1,2	N	车牌	車牌	vehicle license plate
L6-0119	6	车展	車展	chē zhǎn	1,3	N	车展	車展	auto show; motor show
L6-0120	6	撤离	撤離	chè lí	4,2	V	撤离	撤離	to withdraw from; to evacuate
L6-0121	6	撤销	撤銷	chè xiāo	4,1	V	撤销	撤銷	to cancel; to revoke; to rescind; (computing) to undo
L6-0122	6	撑	撐	chēng	1	V	撑	撐	to support; to prop up; to push or move with a pole; to maintain; to open or unfurl; to fill to bursting point; brace; stay; support
L6-0123	6	成	成	chéng	2	M	成	成	to succeed; to finish; to complete; to accomplish; to become; to turn into; to be all right; OK!; one tenth
L6-0124	6	成分	成分	chéng fèn	2,4	N	成分	成分	composition; ingredient; element; component; one's social status
L6-0125	6	成品	成品	chéng pǐn	2,3	N	成品	成品	finished goods; a finished product
L6-0126	6	承诺	承諾	chéng nuò	2,4	V	承诺	承諾	to promise; to undertake to do something; commitment
L6-0127	6	城区	城區	chéng qū	2,1	N	城区	城區	city district; urban area
L6-0128	6	城乡	城鄉	chéng xiāng	2,1		城乡	城鄉	city and countryside
L6-0129	6	城镇	城鎮	chéng zhèn	2,4	N	城镇	城鎮	town; cities and towns
L6-0130	6	持有	持有	chí yǒu	2,3	V	持有	持有	to hold (passport, views etc)
L6-0131	6	冲击	衝擊	chōng jī	1,1	V/N	冲击	衝擊	to attack; to batter; (of waves) to pound against; shock; impact
L6-0132	6	重建	重建	chóng jiàn	2,4	V	重建	重建	to rebuild; to reconstruct; to reestablish
L6-0133	6	重组	重組	chóng zǔ	2,3	V	重组	重組	to reorganize; to recombine; to restructure
L6-0134	6	崇拜	崇拜	chóng bài	2,4	V	崇拜	崇拜	to worship; adoration
L6-0135	6	宠物	寵物	chǒng wù	3,4	N	宠物	寵物	house pet
L6-0136	6	冲	衝	chòng	4	Prep/V	冲	衝	powerful; vigorous; pungent; towards; in view of
L6-0137	6	出场	出場	chū chǎng	1,3		出场	出場	(of a performer) to come onto the stage to perform; (of an athlete) to enter the arena to compete; (fig.) to enter the scene (e.g. a new product); (of an examinee etc) to leave the venue
L6-0138	6	出动	出動	chū dòng	1,4	V	出动	出動	to start out on a trip; to dispatch troops
L6-0139	6	出访	出訪	chū fǎng	1,3	V	出访	出訪	to go and visit in an official capacity or for investigation
L6-0140	6	出路	出路	chū lù	1,4	N	出路	出路	a way out (lit. and fig.); opportunity for advancement; a way forward; outlet (for one's products)
L6-0141	6	出面	出面	chū miàn	1,4		出面	出面	to appear personally; to step in; to step forth; to show up
L6-0142	6	出名	出名	chū míng	1,2		出名	出名	well-known for sth; to become well known; to make one's mark; to lend one's name (to an event, endeavor etc)
L6-0143	6	出入	出入	chū rù	1,4	V/N	出入	出入	to go out and come in; entrance and exit; expenditure and income; discrepancy; inconsistent
L6-0144	6	出事	出事	chū shì	1,4		出事	出事	to have an accident; to meet with a mishap
L6-0145	6	出台	出臺	chū tái	1,2		出台	出臺	to officially launch (a policy, program etc); to appear on stage; to appear publicly; (of a bar girl) to leave with a client
L6-0146	6	出行	出行	chū xíng	1,2	V	出行	出行	to go out somewhere (relatively short trip); to set off on a journey (longer trip)
L6-0147	6	初等	初等	chū děng	1,3	Adj	初等	初等	elementary (i.e. easy)
L6-0148	6	除	除	chú	2	Prep/V	除	除	to get rid of; to remove; to exclude; to eliminate; to wipe out; to divide; except; not including
L6-0149	6	厨师	廚師	chú shī	2,1	N	厨师	廚師	cook; chef
L6-0150	6	储存	儲存	chǔ cún	3,2	V	储存	儲存	stockpile; to store; to stockpile; storage
L6-0151	6	处处	處處	chù chù	4,4	Adv	处处	處處	everywhere; in all respects
L6-0152	6	处长	處長	chù zhǎng	4,3	N	处长	處長	department head; section chief
L6-0153	6	传出	傳出	chuán chū	2,1		传出	傳出	to transmit outwards; to disseminate; efferent (nerve)
L6-0154	6	传媒	傳媒	chuán méi	2,2	N	传媒	傳媒	the media; mass media; (epidemiology) medium or route of transmission (of a disease)
L6-0155	6	传输	傳輸	chuán shū	2,1	V	传输	傳輸	to transmit; transmission
L6-0156	6	传言	傳言	chuán yán	2,2	N/V	传言	傳言	rumor; hearsay
L6-0157	6	船员	船員	chuán yuán	2,2	N	船员	船員	sailor; crew member
L6-0158	6	船长	船長	chuán zhǎng	2,3	N	船长	船長	captain (of a boat); skipper
L6-0159	6	船只	船隻	chuán zhī	2,1	N	船只	船隻	ship; boat; vessel
L6-0160	6	串	串	chuàn	4	M/V	串	串	to string together; to skewer; to connect wrongly; to gang up; to rove; string; bunch; skewer; classifier for things that are strung together, or in a bunch, or in a row: string of, bunch of, series of; to make a swift or abrupt linear movement (like a bead on an abacus); to move across
L6-0161	6	窗口	窗口	chuāng kǒu	1,3	N	窗口	窗口	window; opening providing restricted access (e.g. customer service window); computer operating system window; fig. medium; intermediary; showpiece; testing ground
L6-0162	6	创办	創辦	chuàng bàn	4,4	V	创办	創辦	to establish; to found
L6-0163	6	创建	創建	chuàng jiàn	4,4	V	创建	創建	to found; to establish
L6-0164	6	创意	創意	chuàng yì	4,4	N/V	创意	創意	creative; creativity
L6-0165	6	此处	此處	cǐ chù	3,4		此处	此處	this place; here (literary)
L6-0166	6	此次	此次	cǐ cì	3,4		此次	此次	this time
L6-0167	6	此前	此前	cǐ qián	3,2	N	此前	此前	before this; before then; previously
L6-0168	6	此事	此事	cǐ shì	3,4	N	此事	此事	this matter
L6-0169	6	此致	此致	cǐ zhì	3,4	V	此致	此致	(used at the end of a letter to introduce a polite salutation)
L6-0170	6	次数	次數	cì shù	4,4	N	次数	次數	number of times; frequency; order number (in a series); power (math.); degree of a polynomial (math.)
L6-0171	6	从不	從不	cóng bù	2,4		从不	從不	never
L6-0172	6	从没	從沒	cóng méi	2,2		从没	從沒	never (in the past); never did
L6-0173	6	醋	醋	cù	4	N	醋	醋	vinegar; jealousy (in love rivalry)
L6-0174	6	村庄	村莊	cūn zhuāng	1,1	N	村庄	村莊	village; hamlet; CL:座[zuo4]
L6-0175	6	错过	錯過	cuò guò	4,4	V	错过	錯過	to miss (train, opportunity etc)
L6-0176	6	搭	搭	dā	1	V	搭	搭	to put up; to build (scaffolding); to hang (clothes on a pole); to connect; to join; to arrange in pairs; to match; to add; to throw in (resources); to take (boat, train); variant of 褡[da1]
L6-0177	6	搭档	搭檔	dā dàng	1,4	V/N	搭档	搭檔	to cooperate; partner
L6-0178	6	搭配	搭配	dā pèi	1,4	V	搭配	搭配	to pair up; to match; to arrange in pairs; to add sth into a group
L6-0179	6	打动	打動	dǎ dòng	3,4	V	打动	打動	to move (to pity); arousing (sympathy); touching
L6-0180	6	打断	打斷	dǎ duàn	3,4	V	打断	打斷	to interrupt; to break off; to break (a bone)
L6-0181	6	打发	打發	dǎ fa	3,5	V	打发	打發	to dispatch sb to do sth; to make sb leave; to pass (the time); (old) to make arrangements; (old) to bestow (alms etc)
L6-0182	6	打官司	打官司	dǎ guān si	3,1,5		打官司	打官司	to file a lawsuit; to sue; to dispute
L6-0183	6	打牌	打牌	dǎ pái	3,2	V	打牌	打牌	to play mahjong or cards
L6-0184	6	打印机	打印機	dǎ yìn jī	3,4,1	N	打印机	打印機	printer
L6-0185	6	打造	打造	dǎ zào	3,4	V	打造	打造	to forge (metal); (fig.) to create; to build; to develop
L6-0186	6	大道	大道	dà dào	4,4	N	大道	大道	main street; avenue
L6-0187	6	大街	大街	dà jiē	4,1	N	大街	大街	street; main street; CL:條|条[tiao2]
L6-0188	6	大力	大力	dà lì	4,4	Adv	大力	大力	energetically; vigorously
L6-0189	6	大米	大米	dà mǐ	4,3	N	大米	大米	(husked) rice
L6-0190	6	大批	大批	dà pī	4,1	Adj	大批	大批	large quantities of
L6-0191	6	大赛	大賽	dà sài	4,4	N	大赛	大賽	grand contest
L6-0192	6	大师	大師	dà shī	4,1	N	大师	大師	great master; master
L6-0193	6	大使	大使	dà shǐ	4,3	N	大使	大使	ambassador; envoy; CL:名[ming2],位[wei4]
L6-0194	6	待会儿	待會兒	dāi huì r	1,4,5		待会儿	待會兒	in a moment; later; also pr. [dai1 hui3 r5] or [dai1 hui5 r5]
L6-0195	6	担忧	擔憂	dān yōu	1,1	V	担忧	擔憂	to worry; to be concerned
L6-0196	6	单打	單打	dān dǎ	1,3	N	单打	單打	singles (in sports); CL:場|场[chang3]
L6-0197	6	诞生	誕生	dàn shēng	4,1	V	诞生	誕生	to be born
L6-0198	6	党	黨	dǎng	3	N	党	黨	party; association; club; society; CL:個|个[ge4]
L6-0199	6	当	當	dàng	4	V	当	當	at or in the very same...; suitable; adequate; fitting; proper; to replace; to regard as; to think; to pawn; (coll.) to fail (a student)
L6-0200	6	当成	當成	dàng chéng	4,2	V	当成	當成	to consider as; to take to be
L6-0201	6	当天	當天	dàng tiān	4,1	N	当天	當天	the same day
L6-0202	6	当作	當作	dàng zuò	4,4	V	当作	當作	to treat as; to regard as
L6-0203	6	档	檔	dàng	4	N	档	檔	(bound form) shelves (for files); pigeonholes; (bound form) files; crosspiece (of a table etc); (bound form) (of goods) grade; vendor's open-air stall; (Tw) timeslot for a show or program; classifier for shows; classifier for events, affairs etc; Taiwan pr. [dang3]
L6-0204	6	档案	檔案	dàng àn	4,4	N	档案	檔案	file; record; archive
L6-0205	6	岛	島	dǎo	3	N	岛	島	island; CL:個|个[ge4],座[zuo4]
L6-0206	6	到期	到期	dào qī	4,1		到期	到期	to fall due (loan etc); to expire (visa etc); to mature (investment bond etc)
L6-0207	6	盗版	盜版	dào bǎn	4,3	N	盗版	盜版	pirated; illegal; see also 正版[zheng4 ban3]
L6-0208	6	道教	道教	Dào jiào	4,4	N	道教	道教	Taoism; Daoism
L6-0209	6	道歉	道歉	dào qiàn	4,4		道歉	道歉	to apologize
L6-0210	6	低头	低頭	dī tóu	1,2		低头	低頭	to bow the head; to yield; to give in
L6-0211	6	低温	低溫	dī wēn	1,1	N	低温	低溫	low temperature
L6-0212	6	滴	滴	dī	1	V/M	滴	滴	to drip; to let drip; to apply (eye drops etc); (bound form) a drop (of liquid); classifier for drops of liquid
L6-0213	6	抵达	抵達	dǐ dá	3,2	V	抵达	抵達	to arrive; to reach (a destination)
L6-0214	6	抵抗	抵抗	dǐ kàng	3,4	V	抵抗	抵抗	to resist; resistance
L6-0215	6	地板	地板	dì bǎn	4,3	N	地板	地板	floor
L6-0216	6	地名	地名	dì míng	4,2	N	地名	地名	place name; toponym
L6-0217	6	地下室	地下室	dì xià shì	4,4,4	N	地下室	地下室	basement; cellar
L6-0218	6	电车	電車	diàn chē	4,1	N	电车	電車	tram; streetcar; trolleybus; electric car; e-bike; (in the context of Japan) electric train
L6-0219	6	电动	電動	diàn dòng	4,4	Adj	电动	電動	electric-powered; (Tw) video game
L6-0220	6	电力	電力	diàn lì	4,4	N	电力	電力	electrical power; electricity
L6-0221	6	电器	電器	diàn qì	4,4	N	电器	電器	(electrical) appliance; device
L6-0222	6	吊	吊	diào	4	V	吊	吊	to suspend; to hang up; to hang a person
L6-0223	6	调研	調研	diào yán	4,2	V	调研	調研	to investigate and research; research; investigation
L6-0224	6	跌	跌	diē	1	V	跌	跌	to fall; to tumble; to trip; (of prices etc) to drop; Taiwan pr. [die2]
L6-0225	6	定价	定價	dìng jià	4,4	N	定价	定價	to set a price; to fix a price
L6-0226	6	定时	定時	dìng shí	4,2	V/N	定时	定時	to fix a time; fixed time; timed (of explosive etc)
L6-0227	6	定位	定位	dìng wèi	4,4		定位	定位	to orientate; to position; to categorize (as); to characterize (as); positioning; position; niche
L6-0228	6	动画	動畫	dòng huà	4,4	N	动画	動畫	animation; cartoon
L6-0229	6	斗争	鬥爭	dòu zhēng	4,1	V/N	斗争	鬥爭	a struggle; fight; battle
L6-0230	6	都市	都市	dū shì	1,4	N	都市	都市	city; metropolis
L6-0231	6	毒品	毒品	dú pǐn	2,3	N	毒品	毒品	drugs; narcotics
L6-0232	6	赌	賭	dǔ	3	V	赌	賭	to bet; to gamble
L6-0233	6	赌博	賭博	dǔ bó	3,2	V	赌博	賭博	to gamble
L6-0234	6	渡	渡	dù	4	V	渡	渡	to cross; to pass through; to ferry
L6-0235	6	端	端	duān	1	V	端	端	(bound form) tip; end; extremity; (bound form) aspect; facet; (bound form) upright; proper; to hold sth level with both hands; to carry; to eliminate; to wipe out
L6-0236	6	端午节	端午節	Duān wǔ jié	1,3,2	N	端午节	端午節	Dragon Boat Festival (5th day of the 5th lunar month)
L6-0237	6	短片	短片	duǎn piàn	3,4	N	短片	短片	short film; video clip
L6-0238	6	队伍	隊伍	duì wǔ	4,3	N	队伍	隊伍	ranks; troops; queue; line; procession; CL:個|个[ge4],支[zhi1],條|条[tiao2]
L6-0239	6	对抗	對抗	duì kàng	4,4	V	对抗	對抗	to withstand; to resist; to stand off; antagonism; confrontation
L6-0240	6	对外	對外	duì wài	4,4	V	对外	對外	external; foreign; pertaining to external or foreign (affairs)
L6-0241	6	蹲	蹲	dūn	1	V	蹲	蹲	to crouch; to squat; to stay (somewhere)
L6-0242	6	多半	多半	duō bàn	1,4	Num/Adv	多半	多半	most; mostly; most likely
L6-0243	6	多方面	多方面	duō fāng miàn	1,1,4		多方面	多方面	many-sided; in many aspects
L6-0244	6	多媒体	多媒體	duō méi tǐ	1,2,3	N	多媒体	多媒體	multimedia
L6-0245	6	夺	奪	duó	2	V	夺	奪	to seize; to take away forcibly; to wrest control of; to compete or strive for; to force one's way through; to leave out; to lose
L6-0246	6	夺取	奪取	duó qǔ	2,3	V	夺取	奪取	to seize; to capture; to wrest control of
L6-0247	6	恩人	恩人	ēn rén	1,2	N	恩人	恩人	a benefactor; a person who has significantly helped sb else
L6-0248	6	儿科	兒科	ér kē	2,1	N	儿科	兒科	pediatrics
L6-0249	6	发病	發病	fā bìng	1,4		发病	發病	(of an illness) to occur; (of a person) to get sick; to fall ill; onset (of a medical condition)
L6-0250	6	发电	發電	fā diàn	1,4		发电	發電	to generate electricity; to send a telegram
L6-0251	6	发放	發放	fā fàng	1,4	V	发放	發放	to provide; to give; to grant
L6-0252	6	发怒	發怒	fā nù	1,4		发怒	發怒	to get angry
L6-0253	6	发起	發起	fā qǐ	1,3	V	发起	發起	to originate; to initiate; to launch (an attack, an initiative etc); to start; to propose sth (for the first time)
L6-0254	6	发言人	發言人	fā yán rén	1,2,2	N	发言人	發言人	spokesperson
L6-0255	6	发炎	發炎	fā yán	1,2	V	发炎	發炎	to become inflamed; inflammation
L6-0256	6	法庭	法庭	fǎ tíng	3,2	N	法庭	法庭	court of law
L6-0257	6	法语	法語	Fǎ yǔ	3,3	N	法语	法語	French (language)
L6-0258	6	番	番	fān	1	M	番	番	(bound form) foreign (non-Chinese); barbarian; classifier for processes or actions that take time and effort; (classifier) a kind; a sort; (classifier) (used after the verb 翻[fan1] to indicate how many times a quantity doubles, as in 翻一番[fan1 yi1 fan1] "to double")
L6-0259	6	番茄	番茄	fān qié	1,2	N	番茄	番茄	tomato
L6-0260	6	凡是	凡是	fán shì	2,4	Adv	凡是	凡是	each and every; every; all; any
L6-0261	6	繁殖	繁殖	fán zhí	2,2	V	繁殖	繁殖	to breed; to reproduce; to propagate
L6-0262	6	反抗	反抗	fǎn kàng	3,4	V	反抗	反抗	to resist; to rebel
L6-0263	6	反问	反問	fǎn wèn	3,4	V	反问	反問	to ask (a question) in reply; to answer a question with a question; rhetorical question
L6-0264	6	反响	反響	fǎn xiǎng	3,3	N	反响	反響	repercussions; reaction; echo
L6-0265	6	犯	犯	fàn	4	V	犯	犯	to violate; to offend; to assault; criminal; crime; to make a mistake; recurrence (of mistake or sth bad)
L6-0266	6	犯规	犯規	fàn guī	4,1		犯规	犯規	to break the rules; an illegality; a foul
L6-0267	6	犯罪	犯罪	fàn zuì	4,4		犯罪	犯罪	to commit a crime; crime; offense
L6-0268	6	防范	防範	fáng fàn	2,4	V	防范	防範	to be on guard; wariness; to guard against; preventive
L6-0269	6	防守	防守	fáng shǒu	2,3	V	防守	防守	to defend; to protect (against)
L6-0270	6	房价	房價	fáng jià	2,4	N	房价	房價	house price; cost of housing
L6-0271	6	仿佛	彷彿	fǎng fú	3,2	Adv	仿佛	彷彿	to seem; as if; seemingly; alike; similar
L6-0272	6	飞船	飛船	fēi chuán	1,2	N	飞船	飛船	spaceship; spacecraft; dirigible; airship
L6-0273	6	飞行员	飛行員	fēi xíng yuán	1,2,2	N	飞行员	飛行員	pilot; aviator
L6-0274	6	肺	肺	fèi	4	N	肺	肺	lung; CL:個|个[ge4]
L6-0275	6	分工	分工	fēn gōng	1,1		分工	分工	to divide up the work; division of labor
L6-0276	6	分裂	分裂	fēn liè	1,4	V	分裂	分裂	to split up; to divide; to break up; fission; schism
L6-0277	6	愤怒	憤怒	fèn nù	4,4	Adj	愤怒	憤怒	angry; indignant; wrath; ire
L6-0278	6	风暴	風暴	fēng bào	1,4	N	风暴	風暴	storm; violent commotion; fig. crisis (e.g. revolution, uprising, financial crisis etc)
L6-0279	6	峰会	峰會	fēng huì	1,4	N	峰会	峰會	summit meeting
L6-0280	6	奉献	奉獻	fèng xiàn	4,4	V	奉献	奉獻	to offer respectfully; to consecrate; to dedicate; to devote
L6-0281	6	佛	佛	Fó	2	N	佛	佛	Buddha; Buddhism (abbr. for 佛陀[Fo2 tuo2])
L6-0282	6	佛教	佛教	Fó jiào	2,4	N	佛教	佛教	Buddhism
L6-0283	6	服	服	fú	2	V	服	服	clothes; dress; garment; to serve (in the military, a prison sentence etc); to obey; to be convinced (by an argument); to convince; to admire; to acclimatize; to take (medicine); mourning clothes; to wear mourning clothes
L6-0284	6	浮	浮	fú	2	V	浮	浮	to float; superficial; floating; unstable; movable; provisional; temporary; transient; impetuous; hollow; inflated; to exceed; superfluous; excessive; surplus
L6-0285	6	父女	父女	fù nǚ	4,3	N	父女	父女	father and daughter
L6-0286	6	父子	父子	fù zǐ	4,3	N	父子	父子	father and son
L6-0287	6	负	負	fù	4	V	负	負	to bear; to carry (on one's back); to turn one's back on; to be defeated; negative (math. etc)
L6-0288	6	妇女	婦女	fù nǚ	4,3	N	妇女	婦女	woman
L6-0289	6	复苏	復甦	fù sū	4,1	V	复苏	復甦	to recover (health, economic); to resuscitate; anabiosis
L6-0290	6	副	副	fù	4	Adj	副	副	secondary; auxiliary; deputy; assistant; vice-; abbr. for 副詞|副词 adverb; classifier for pairs, sets of things & facial expressions
L6-0291	6	副	副	fù	4	M	副	副	secondary; auxiliary; deputy; assistant; vice-; abbr. for 副詞|副词 adverb; classifier for pairs, sets of things & facial expressions
