id	level	simp	trad	pinyin	tones	pos	notationSimp	notationTrad	defs
L1-0485	1	住	住	zhù	4	V	住	住	to live; to reside; to stay; to stop; to cease; (result complement indicating firmness or a stable achieved state)
L1-0486	1	准备	準備	zhǔn bèi	3,4	V	准备	準備	preparation; to prepare; to intend; to be about to; reserve (fund)
L1-0487	1	桌子	桌子	zhuō zi	1,5	N	桌子	桌子	table; desk; CL:張|张[zhang1],套[tao4]
L1-0488	1	字	字	zì	4	N	字	字	letter; symbol; character; word; CL:個|个[ge4]; courtesy or style name traditionally given to males aged 20 in dynastic China
L1-0489	1	子	子	zi	5	Suffix	子（桌子）	子（桌子）	noun suffix, as in 椅子[yi3 zi5] "chair"
L1-0490	1	走	走	zǒu	3	V	走	走	to walk; to go; to run; to move (of vehicle); to visit; to leave; to go away; to die (euph.); from; through; away (in compound verbs, such as 撤走[che4 zou3]); to change (shape, form, meaning)
L1-0491	1	走路	走路	zǒu lù	3,4		走路	走路	to walk; to go on foot; to leave; to depart; (informal) to clear off; to beat it; (of sb who gets fired or resigns) to leave the job; to get out
L1-0492	1	最	最	zuì	4	Adv	最	最	(before an adjective or verb) to the highest degree; (the) most ...; -est; (after 之[zhi1]) best or most extreme example (e.g. 世界之最[shi4 jie4 zhi1 zui4] "the greatest in the world")
L1-0493	1	最好	最好	zuì hǎo	4,3	Adv	最好	最好	best; had better ...; it would be best to ...
L1-0494	1	最后	最後	zuì hòu	4,4	N	最后	最後	final; last; ultimate; finally; in the end
L1-0495	1	昨天	昨天	zuó tiān	2,1	N	昨天	昨天	yesterday
L1-0496	1	左	左	zuǒ	3	N	左	左	left; the Left (politics); east; unorthodox; queer; wrong; differing; opposite; variant of 佐[zuo3]
L1-0497	1	左边	左邊	zuǒ bian	3,5	N	左边	左邊	left; the left side; to the left of
L1-0498	1	坐	坐	zuò	4	V	坐	坐	to sit; to take a seat; to take (a bus, airplane etc); to bear fruit; variant of 座[zuo4]
L1-0499	1	坐下	坐下	zuò xia	4,5		坐下	坐下	to sit down
L1-0500	1	做	做	zuò	4	V	做	做	to make; to produce; to write; to compose; to do; to engage in; to hold (a party etc); (of a person) to be (an intermediary, a good student etc); to become (husband and wife, friends etc); (of a thing) to serve as; to be used for; to assume (an air or manner)
L2-0001	2	啊	啊	a	5	Aux	啊	啊	modal particle ending sentence, showing affirmation, approval, or consent
L2-0002	2	爱情	愛情	ài qíng	4,2	N	爱情	愛情	romance; love (romantic); CL:份[fen4]
L2-0003	2	爱人	愛人	ài ren	4,5	N	爱人	愛人	spouse (PRC); lover (non-PRC); CL:個|个[ge4]
L2-0004	2	安静	安靜	ān jìng	1,4	Adj/V	安静	安靜	quiet; peaceful; calm
L2-0005	2	安全	安全	ān quán	1,2	Adj/N	安全	安全	safe; secure; safety; security
L2-0006	2	白色	白色	bái sè	2,4	N	白色	白色	white; fig. reactionary; anti-communist
L2-0007	2	班长	班長	bān zhǎng	1,3	N	班长	班長	class monitor; squad leader; team leader; CL:個|个[ge4]
L2-0008	2	办	辦	bàn	4	V	办	辦	to take care of (a matter); to deal with (a task, procedure etc); to organize (an event); to establish; to set up; to manage; to run (an enterprise); (law) to handle; to investigate; to prosecute (a case or suspect); (bound form) office (as in 招辦|招办[zhao1 ban4], admissions office) (abbr. for 辦公室|办公室[ban4 gong1 shi4])
L2-0009	2	办法	辦法	bàn fǎ	4,3	N	办法	辦法	way of handling sth; means; measure; (practical) solution to a problem; CL:條|条[tiao2]
L2-0010	2	办公室	辦公室	bàn gōng shì	4,1,4	N	办公室	辦公室	office; business premises
L2-0011	2	半夜	半夜	bàn yè	4,4	N	半夜	半夜	midnight; in the middle of the night
L2-0012	2	帮助	幫助	bāng zhù	1,4	V	帮助	幫助	assistance; aid; to help; to assist
L2-0013	2	饱	飽	bǎo	3	Adj	饱	飽	to eat till full; satisfied
L2-0014	2	报名	報名	bào míng	4,2		报名	報名	to sign up; to enter one's name; to apply; to register; to enroll; to enlist
L2-0015	2	报纸	報紙	bào zhǐ	4,3	N	报纸	報紙	newspaper; newsprint; CL:份[fen4],期[qi1],張|张[zhang1]
L2-0016	2	北方	北方	běi fāng	3,1	N	北方	北方	north; the northern part a country; China north of the Yellow River
L2-0017	2	背	背	bèi	4	V	背	背	the back of a body or object; to turn one's back; to hide something from; to learn by heart; to recite from memory; (slang) unlucky; hard of hearing
L2-0018	2	比如	比如	bǐ rú	3,2	V	比如	比如	for example; for instance; such as
L2-0019	2	比如说	比如說	bǐ rú shuō	3,2,1		比如说	比如說	for example
L2-0020	2	笔	筆	bǐ	3	N/M	笔	筆	writing brush; writing implement (pen, pencil etc) (CL:支[zhi1],枝[zhi1]); brushstroke; stroke (in painting or calligraphy); (bound form) style of writing; literary manner; technique of brushwork; (classifier) stroke of a Chinese character; (classifier) sum of money; financial transaction; piece of business; (literary) to write (with a brush or pen)
L2-0021	2	笔记	筆記	bǐ jì	3,4	N	笔记	筆記	to take down (in writing); notes; a type of literature consisting mainly of short sketches; CL:本[ben3]
L2-0022	2	笔记本	筆記本	bǐ jì běn	3,4,3	N	笔记本	筆記本	notebook (stationery) (CL:本[ben3]); (computing) laptop; notebook (abbr. for 筆記本電腦|笔记本电脑[bi3 ji4 ben3 dian4 nao3])
L2-0023	2	必须	必須	bì xū	4,1	Adv	必须	必須	to have to; must; compulsory; necessarily
L2-0024	2	边	邊	biān	1	N	边	邊	side; edge; margin; border; boundary; CL:個|个[ge4]; simultaneously
L2-0025	2	变	變	biàn	4	V	变	變	to change; to become different; to transform; to vary; rebellion
L2-0026	2	变成	變成	biàn chéng	4,2		变成	變成	to change into; to turn into; to become
L2-0027	2	遍	遍	biàn	4	M	遍	遍	everywhere; all over; classifier for actions: one time
L2-0028	2	表	表	biǎo	3	N	表	表|錶	exterior surface; family relationship via females; to show (one's opinion); a model; a table (listing information); a form; a meter (measuring sth)
L2-0029	2	表示	表示	biǎo shì	3,4	V/N	表示	表示	(of sb) to express; to state; to show; (of sth) to indicate; to signify; to show; expression; manifestation
L2-0030	2	不错	不錯	bù cuò	4,4	Adj	不错	不錯	correct; right; not bad; pretty good
L2-0031	2	不但	不但	bù dàn	4,4	Conj	不但	不但	not only (... but also ...)
L2-0032	2	不够	不夠	bù gòu	4,4	V/Adv	不够	不夠	not enough; insufficient; inadequate
L2-0033	2	不过	不過	bù guò	4,4	Conj	不过	不過	only; merely; no more than; but; however; anyway (to get back to a previous topic); cannot be more (after adjectival)
L2-0034	2	不太	不太	bù tài			不太	不太	not very; not too
L2-0035	2	不要	不要	bù yào	4,4	Adv	不要	不要	don't!; must not
L2-0036	2	不好意思	不好意思	bù hǎo yì si	4,3,4,5		不好意思	不好意思	to feel embarrassed; to find it embarrassing; to be sorry (for inconveniencing sb)
L2-0037	2	不久	不久	bù jiǔ	4,3	Adj	不久	不久	not long (after); before too long; soon; soon after
L2-0038	2	不满	不滿	bù mǎn	4,3	Adj	不满	不滿	dissatisfied; discontented; resentful; (before a number) to be less than
L2-0039	2	不如	不如	bù rú	4,2	V	不如	不如	not equal to; not as good as; inferior to; it would be better to
L2-0040	2	不少	不少	bù shǎo	4,3		不少	不少	many; quite a few; a good number of
L2-0041	2	不同	不同	bù tóng	4,2		不同	不同	different; distinct; not the same; not alike
L2-0042	2	不行	不行	bù xíng	4,2	V/Adj	不行	不行	won't do; be out of the question; be no good; not work; not be capable
L2-0043	2	不一定	不一定	bù yī dìng	4,1,4	Adv	不一定	不一定	not necessarily; maybe
L2-0044	2	不一会儿	不一會兒	bù yīhuìr			不一会儿	不一會兒	in a little while; before long
L2-0045	2	部分	部分	bù fen	4,5	N	部分	部分	part; portion; piece; Taiwan pr. [bu4fen4]
L2-0046	2	才	才	cái	2	Adv	才	才	ability; talent; sb of a certain type; a capable individual; then and only then; just now; (before an expression of quantity) only; (emphatic, esp. in contrast or correction) really; actually
L2-0047	2	菜单	菜單	cài dān	4,1	N	菜单	菜單	menu; CL:份[fen4],張|张[zhang1]
L2-0048	2	参观	參觀	cān guān	1,1	V	参观	參觀	to visit (a place, e.g. museum or factory); to tour; to look around
L2-0049	2	参加	參加	cān jiā	1,1	V	参加	參加	to participate; to take part; to join
L2-0050	2	草	草	cǎo	3	N	草	草	grass; straw; manuscript; draft (of a document); careless; rough; CL:棵[ke1],撮[zuo3],株[zhu1],根[gen1]
L2-0051	2	草地	草地	cǎo dì	3,4	N	草地	草地	lawn; meadow; sod; turf; CL:片[pian4]
L2-0052	2	层	層	céng	2	M	层	層	to pile on top of one another; layer; stratum; floor (of a building); story; (math.) sheaf; classifier for layers
L2-0053	2	查	查	chá	2	V	查	查	to research; to check; to investigate; to examine; to refer to; to look up (e.g. a word in a dictionary)
L2-0054	2	差不多	差不多	chà bu duō	4,5,1	Adj/Adv	差不多	差不多	almost; nearly; more or less; about the same; good enough; not bad
L2-0055	2	长	長	cháng	2	Adj	长	長	long; (bound form) length; (bound form) strong point; forte; (bound form) to be good at; (literary) surplus; spare (Taiwan pr. [zhang4])
L2-0056	2	常见	常見	cháng jiàn	2,4		常见	常見	commonly seen; common; to see sth frequently
L2-0057	2	常用	常用	cháng yòng	2,4		常用	常用	in common usage
L2-0058	2	场	場	chǎng	3	M	场	場	large place used for a specific purpose; stage; scene (of a play); classifier for sporting or recreational activities; classifier for number of exams
L2-0059	2	超过	超過	chāo guò	1,4	V	超过	超過	to surpass; to exceed; to outstrip
L2-0060	2	超市	超市	chāo shì	1,4	N	超市	超市	supermarket (abbr. for 超級市場|超级市场[chao1 ji2 shi4 chang3]); CL:家[jia1]
L2-0061	2	车辆	車輛	chē liàng	1,4	N	车辆	車輛	vehicle
L2-0062	2	称	稱	chēng	1	V	称1	稱1	to weigh; to state; to name; name; appellation; to praise
L2-0063	2	成	成	chéng	2	V	成	成	to succeed; to finish; to complete; to accomplish; to become; to turn into; to be all right; OK!; one tenth
L2-0064	2	成绩	成績	chéng jì	2,4	N	成绩	成績	achievement; performance records; grades; CL:項|项[xiang4],個|个[ge4]
L2-0065	2	成为	成為	chéng wéi	2,2	V	成为	成為	to become; to turn into
L2-0066	2	重复	重複	chóng fù	2,4	V	重复	重複	to repeat; to duplicate; CL:個|个[ge4]
L2-0067	2	重新	重新	chóng xīn	2,1	Adv	重新	重新	again; once more; re-
L2-0068	2	出发	出發	chū fā	1,1	V	出发	出發	to set off; to start (on a journey)
L2-0069	2	出国	出國	chū guó	1,2		出国	出國	to go abroad; to leave the country
L2-0070	2	出口	出口	chū kǒu	1,3	N	出口	出口	an exit; CL:個|个[ge4]; to speak; to export; (of a ship) to leave port
L2-0071	2	出门	出門	chū mén	1,2		出门	出門	to go out; to leave home; to go on a journey; away from home; (of a woman) to get married
L2-0072	2	出生	出生	chū shēng	1,1	V	出生	出生	to be born
L2-0073	2	出现	出現	chū xiàn	1,4	V	出现	出現	to appear; to arise; to emerge; to show up
L2-0074	2	出院	出院	chū yuàn	1,4		出院	出院	to leave hospital; to be discharged from hospital
L2-0075	2	出租	出租	chū zū	1,1	V	出租	出租	to rent
L2-0076	2	出租车	出租車	chū zū chē	1,1,1	N	出租车	出租車	taxi; (Tw) rental car
L2-0077	2	船	船	chuán	2	N	船	船	boat; vessel; ship; CL:條|条[tiao2],艘[sou1],隻|只[zhi1]
L2-0078	2	吹	吹	chuī	1	V	吹	吹	to blow; to play a wind instrument; to blast; to puff; to boast; to brag; to end in failure; to fall through
L2-0079	2	春节	春節	Chūn jié	1,2	N	春节	春節	Spring Festival (Chinese New Year)
L2-0080	2	春天	春天	chūn tiān	1,1	N	春天	春天	spring (season); CL:個|个[ge4]
L2-0081	2	词	詞	cí	2	N	词	詞	word; statement; speech; lyrics; a form of lyric poetry, flourishing in the Song dynasty 宋朝[Song4 chao2] (CL:首[shou3])
L2-0082	2	词典	詞典	cí diǎn	2,3	N	词典	詞典	dictionary; CL:本[ben3],部[bu4]
L2-0083	2	词语	詞語	cí yǔ	2,3	N	词语	詞語	word (general term including monosyllables through to short phrases); term (e.g. technical term); expression
L2-0084	2	从小	從小	cóng xiǎo	2,3	Adv	从小	從小	from childhood; from a young age
L2-0085	2	答应	答應	dā ying	1,5	V	答应	答應	to answer; to respond; to answer positively; to agree; to accept; to promise
L2-0086	2	打工	打工	dǎ gōng	3,1		打工	打工	to work a temporary or casual job; (of students) to have a job outside of class time, or during vacation
L2-0087	2	打算	打算	dǎ suàn	3,4	V/N	打算	打算	to plan; to intend; to calculate; plan; intention; calculation; CL:個|个[ge4]
L2-0088	2	打印	打印	dǎ yìn	3,4	V	打印	打印	to affix a seal; to stamp; to print out (with a printer)
L2-0089	2	大部分	大部分	dà bù fen	4,4,5	N	大部分	大部分	the greater part; the majority; most; Taiwan pr. [da4bu4fen4]
L2-0090	2	大大	大大	dà dà	4,4	Adv	大大	大大	greatly; enormously; (dialect) dad; uncle
L2-0091	2	大多数	大多數	dà duō shù	4,1,4	N	大多数	大多數	(great) majority
L2-0092	2	大海	大海	dà hǎi	4,3	N	大海	大海	sea; ocean
L2-0093	2	大家	大家	dà jiā	4,1	Pron	大家	大家	everyone; influential family; great expert
L2-0094	2	大量	大量	dà liàng	4,4	Adj	大量	大量	great amount; large quantity; bulk; numerous; generous; magnanimous
L2-0095	2	大门	大門	dà mén	4,2	N	大门	大門	entrance; door; gate; large and influential family
L2-0096	2	大人	大人	dà ren	4,5	N	大人	大人	adult; grownup; title of respect toward superiors
L2-0097	2	大声	大聲	dà shēng	4,1		大声	大聲	loud voice; in a loud voice; loudly
L2-0098	2	大小	大小	dà xiǎo	4,3	N	大小	大小	large and small; size; adults and children; consideration of seniority; at any rate
L2-0099	2	大衣	大衣	dà yī	4,1	N	大衣	大衣	overcoat; topcoat; cloak; CL:件[jian4]
L2-0100	2	大自然	大自然	dà zì rán	4,4,2	N	大自然	大自然	nature (the natural world)
L2-0101	2	带	帶	dài	4	V	带	帶	band; belt; girdle; ribbon; tire; area; zone; region; CL:條|条[tiao2]; to wear; to carry; to take along; to bear (i.e. to have); to lead; to bring; to look after; to raise
L2-0102	2	带来	帶來	dài lái	4,2		带来	帶來	to bring; (fig.) to bring about; to produce
L2-0103	2	单位	單位	dān wèi	1,4	N	单位	單位	unit (of measure); unit (group of people as a whole); work unit (place of employment, esp. in the PRC prior to economic reform); CL:個|个[ge4]
L2-0104	2	但	但	dàn	4	Conj	但	但	but; yet; however; still; merely; only; just
L2-0105	2	但是	但是	dàn shì	4,4	Conj	但是	但是	but; however
L2-0106	2	蛋	蛋	dàn	4	N	蛋	蛋	egg; CL:個|个[ge4],打[da2]; oval-shaped thing
L2-0107	2	当	當	dāng	1	V/Prep	当	當	to be; to act as; manage; withstand; when; during; ought; should; match equally; equal; same; obstruct; just at (a time or place); on the spot; right; just at
L2-0108	2	当时	當時	dāng shí	1,2	N	当时	當時	then; at that time
L2-0109	2	倒	倒	dǎo	3	V	倒	倒	to fall; to collapse; to lie horizontally; to fail; to go bankrupt; to overthrow; to change (trains or buses); to move around; to resell at a profit
L2-0110	2	到处	到處	dào chù	4,4	Adv	到处	到處	everywhere
L2-0111	2	倒	倒	dào	4	V	倒	倒	to invert; to place upside down or frontside back; to pour out; to tip out; to dump; inverted; upside down; reversed; to go backward; contrary to what one might expect; but; yet
L2-0112	2	道	道	dào	4	M	道	道	road; path (CL:條|条[tiao2],股[gu3]); (bound form) way; reason; principle; (bound form) a skill; an art; a specialization; (Daoism) the Way; the Dao; to say (introducing a direct quotation, as in a novel); (bound form) to express; to extend (polite words); classifier for long thin things (rivers, cracks, shadows etc), barriers (walls, doors etc), questions (in an exam etc), commands, courses in a meal, steps in a process; (old) circuit (administrative division)
L2-0113	2	道理	道理	dào li	4,5	N	道理	道理	reason; argument; sense; principle; basis; justification; CL:個|个[ge4]
L2-0114	2	道路	道路	dào lù	4,4	N	道路	道路	road; path; way; CL:條|条[tiao2]
L2-0115	2	得	得	dé	2	V	得	得	to obtain; to get; to gain; to catch (a disease); proper; suitable; proud; contented; to allow; to permit; ready; finished
L2-0116	2	得出	得出	dé chū	2,1		得出	得出	to obtain (a result); to arrive at (a conclusion)
L2-0117	2	的话	的話	de huà	5,4	Aux	的话	的話	if (coming after a conditional clause)
L2-0118	2	得	得	de	5	Aux	得	得	structural particle: used after a verb (or adjective as main verb), linking it to following phrase indicating effect, degree, possibility etc
L2-0119	2	灯	燈	dēng	1	N	灯	燈	lamp; light; lantern; CL:盞|盏[zhan3]
L2-0120	2	等	等	děng	3	Aux/N	等	等	to wait for; to await; by the time; when; till; and so on; etc.; et al.; (bound form) class; rank; grade; (bound form) equal to; same as; (used to end an enumeration); (literary) (plural suffix attached to a personal pronoun or noun)
L2-0121	2	等到	等到	děng dào	3,4	Prep	等到	等到	to wait until; by the time when (sth is ready etc)
L2-0122	2	等于	等於	děng yú	3,2	V	等于	等於	to equal; to be tantamount to
L2-0123	2	低	低	dī	1	Adj/V	低	低	low; beneath; to lower (one's head); to let droop; to hang down; to incline
L2-0124	2	地球	地球	dì qiú	4,2	N	地球	地球	the earth
L2-0125	2	地铁	地鐵	dì tiě	4,3	N	地铁	地鐵	underground railway; subway; subway train
L2-0126	2	地铁站	地鐵站	dì tiě zhàn	4,3,4	N	地铁站	地鐵站	subway station
L2-0127	2	点头	點頭	diǎn tóu	3,2		点头	點頭	to nod
L2-0128	2	店	店	diàn	4	N	店	店	inn; old-style hotel (CL:家[jia1]); (bound form) shop; store
L2-0129	2	掉	掉	diào	4	V	掉	掉	to fall; to drop; to lag behind; to lose; to go missing; to reduce; fall (in prices); to lose (value, weight etc); to wag; to swing; to turn; to change; to exchange; to swap; to show off; to shed (hair); (used after certain verbs to express completion, fulfillment, removal etc)
L2-0130	2	东北	東北	dōng běi	1,3	N	东北	東北	northeast
L2-0131	2	东方	東方	dōng fāng	1,1	N	东方	東方	east
L2-0132	2	东南	東南	dōng nán	1,2	N	东南	東南	southeast
L2-0133	2	冬天	冬天	dōng tiān	1,1	N	冬天	冬天	winter
L2-0134	2	懂	懂	dǒng	3	V	懂	懂	to understand; to comprehend
L2-0135	2	懂得	懂得	dǒng de	3,5	V	懂得	懂得	to understand; to know; to comprehend
L2-0136	2	动物	動物	dòng wù	4,4	N	动物	動物	animal
L2-0137	2	动物园	動物園	dòng wù yuán	4,4,2	N	动物园	動物園	zoo
L2-0138	2	读音	讀音	dú yīn	2,1	N	读音	讀音	pronunciation; literary (rather than colloquial) pronunciation of a Chinese character
L2-0139	2	度	度	dù	4	N/M	度	度	to pass; to spend (time); measure; limit; extent; degree of intensity; degree (angles, temperature etc); kilowatt-hour; classifier for events and occurrences
L2-0140	2	短	短	duǎn	3	Adj	短	短	short; brief; to lack; weak point; fault
L2-0141	2	短信	短信	duǎn xìn	3,4	N	短信	短信	text message; SMS
L2-0142	2	段	段	duàn	4	M	段	段	paragraph; section; segment; stage (of a process); classifier for stories, periods of time, lengths of thread etc
L2-0143	2	队	隊	duì	4	N	队	隊	squadron; team; group; CL:個|个[ge4]
L2-0144	2	队长	隊長	duì zhǎng	4,3	N	队长	隊長	captain; team leader; CL:個|个[ge4]
L2-0145	2	对	對	duì	4	Prep/V	对	對	right; correct; towards; at; for; concerning; regarding; to treat (sb a certain way); to face; (bound form) opposite; facing; matching; to match together; to adjust; to fit; to suit; to answer; to reply; to add; to pour in (a fluid); to check; to compare; classifier: couple; pair
L2-0146	2	对话	對話	duì huà	4,4	V/N	对话	對話	to talk (with sb); dialogue; conversation
L2-0147	2	对面	對面	duì miàn	4,4	N	对面	對面	opposite; across (the street etc); directly in front of one; up ahead; face to face
L2-0148	2	多	多	duō	1	Adv	多	多	many; much; more; a lot of; too many; in excess; (after a numeral) ... odd; how (to what extent) (Taiwan pr. [duo2]); (bound form) multi-; poly-
L2-0149	2	多久	多久	duō jiǔ	1,3	Pron	多久	多久	(of time) how long?; (not) a long time
L2-0150	2	多么	多麼	duō me	1,5	Adv	多么	多麼	how (wonderful etc); what (a great idea etc); however (difficult it may be etc); (in interrogative sentences) how (much etc); to what extent
L2-0151	2	多数	多數	duō shù	1,4	N	多数	多數	majority; most
L2-0152	2	多云	多雲	duō yún	1,2	N	多云	多雲	(meteorology) cloudy
L2-0153	2	而且	而且	ér qiě	2,3	Conj	而且	而且	(not only ...) but also; moreover; in addition; furthermore
L2-0154	2	发	發	fā	1	V	发	發	to send out; to show (one's feeling); to issue; to develop; to make a bundle of money; classifier for gunshots (rounds)
L2-0155	2	发现	發現	fā xiàn	1,4	V/N	发现	發現	to notice; to become aware of; to discover; to find; to detect; a discovery
L2-0156	2	饭馆	飯館	fàn guǎn	4,3	N	饭馆	飯館	restaurant; CL:家[jia1]
L2-0157	2	方便	方便	fāng biàn	1,4	Adj	方便	方便	convenient; suitable; to facilitate; to make things easy; having money to spare; (euphemism) to relieve oneself
L2-0158	2	方便面	方便麵	fāng biàn miàn	1,4,4	N	方便面	方便麵	instant noodles
L2-0159	2	方法	方法	fāng fǎ	1,3	N	方法	方法	method; way; technique; procedure
L2-0160	2	方面	方面	fāng miàn	1,4	N	方面	方面	respect; aspect; field; side; CL:個|个[ge4]
L2-0161	2	方向	方向	fāng xiàng	1,4	N	方向	方向	direction; orientation
L2-0162	2	放下	放下	fàng xià	4,4		放下	放下	to lay down; to put down; to let go of; to relinquish; to set aside; to lower (the blinds etc)
L2-0163	2	放心	放心	fàng xīn	4,1		放心	放心	to feel relieved; to feel reassured; to be at ease
L2-0164	2	分	分	fēn	1	V	分	分	to divide; to separate; to distribute; to allocate; to distinguish (good and bad); (bound form) branch of (an organization); sub- (as in 分局[fen1 ju2]); fraction; one tenth (of certain units); unit of length equivalent to 0.33 cm; minute (unit of time); minute (angular measurement unit); a point (in sports or games); 0.01 yuan (unit of money)
L2-0165	2	分开	分開	fēn kāi	1,1		分开	分開	to separate; to part
L2-0166	2	分数	分數	fēn shù	1,4	N	分数	分數	(exam) grade; mark; score; fraction
L2-0167	2	分钟	分鐘	fēn zhōng	1,1	M	分钟	分鐘	minute
L2-0168	2	份	份	fèn	4	M	份	份	classifier for gifts, newspaper, magazine, papers, reports, contracts etc; variant of 分[fen4]
L2-0169	2	封	封	fēng	1	M	封	封	to confer; to grant; to bestow a title; to seal; classifier for sealed objects, esp. letters
L2-0170	2	服务	服務	fú wù	2,4	V	服务	服務	to serve; service; CL:項|项[xiang4]
L2-0171	2	复习	複習	fù xí	4,2	V	复习	複習	variant of 復習|复习[fu4 xi2]
L2-0172	2	该	該	gāi	1	V	该	該	should; ought to; probably; must be; to deserve; to owe; to be sb's turn to do sth; that; the above-mentioned
L2-0173	2	改	改	gǎi	3	V	改	改	to change; to alter; to transform; to correct
L2-0174	2	改变	改變	gǎi biàn	3,4	V/N	改变	改變	to change; to alter; to transform
L2-0175	2	干杯	乾杯	gān bēi	1,1		干杯	乾杯	to drink a toast; Cheers! (proposing a toast); Here's to you!; Bottoms up!; lit. dry cup
L2-0176	2	感到	感到	gǎn dào	3,4	V	感到	感到	to feel; to sense; to perceive
L2-0177	2	感动	感動	gǎn dòng	3,4	Adj/V	感动	感動	to move (sb); to touch (sb emotionally); moving
L2-0178	2	感觉	感覺	gǎn jué	3,2	V/N	感觉	感覺	feeling; impression; sensation; to feel; to perceive
L2-0179	2	感谢	感謝	gǎn xiè	3,4	V	感谢	感謝	to thank; to be grateful
L2-0180	2	干活儿	幹活兒	gàn huó r	4,2,5		干活儿	幹活兒	erhua variant of 幹活|干活[gan4 huo2]
L2-0181	2	刚	剛	gāng	1	Adv	刚	剛	(literary) hard; firm; strong; exactly; precisely; barely; only just; just; only a short while ago
L2-0182	2	刚才	剛才	gāng cái	1,2	N	刚才	剛才	just now; a moment ago
L2-0183	2	刚刚	剛剛	gāng gang	1,5	Adv	刚刚	剛剛	just recently; just a moment ago
L2-0184	2	高级	高級	gāo jí	1,2	Adj	高级	高級	high level; high grade; advanced; high-ranking
L2-0185	2	高中	高中	gāo zhōng	1,1	N	高中	高中	senior high school (abbr. for 高級中學|高级中学[gao1 ji2 zhong1 xue2])
L2-0186	2	个子	個子	gè zi	4,5	N	个子	個子	stature; height; size (of a person or object); (agriculture) bundle of cereal stalks tied together
L2-0187	2	更	更	gèng	4	Adv	更	更	more; even more; further; still; still more
L2-0188	2	公共汽车	公共汽車	gōng gòng qì chē	1,4,4,1		公共汽车	公共汽車	bus; CL:輛|辆[liang4],班[ban1]
L2-0189	2	公交车	公交車	gōng jiāo chē	1,1,1	N	公交车	公交車	public transport vehicle; town bus; CL:輛|辆[liang4]
L2-0190	2	公斤	公斤	gōng jīn	1,1	M	公斤	公斤	kilogram (kg)
L2-0191	2	公里	公里	gōng lǐ	1,3	M	公里	公里	kilometer
L2-0192	2	公路	公路	gōng lù	1,4	N	公路	公路	highway; road; CL:條|条[tiao2]
L2-0193	2	公平	公平	gōng píng	1,2	Adj	公平	公平	fair; impartial
L2-0194	2	公司	公司	gōng sī	1,1	N	公司	公司	company; firm; corporation; CL:家[jia1]
L2-0195	2	公园	公園	gōng yuán	1,2	N	公园	公園	park (for public recreation); CL:座[zuo4]
L2-0196	2	狗	狗	gǒu	3	N	狗	狗	dog; CL:隻|只[zhi1],條|条[tiao2]
L2-0197	2	够	夠	gòu	4	V/Adv	够	夠	enough (sufficient); enough (too much); (coll.) (before adj.) really; (coll.) to reach by stretching out
L2-0198	2	故事	故事	gù shi	4,5	N	故事	故事	narrative; story; tale
L2-0199	2	故意	故意	gù yì	4,4	Adv	故意	故意	deliberately; on purpose
L2-0200	2	顾客	顧客	gù kè	4,4	N	顾客	顧客	customer; client; CL:位[wei4]
L2-0201	2	关机	關機	guān jī	1,1		关机	關機	to turn off (a machine or device); to finish shooting a film
L2-0202	2	关心	關心	guān xīn	1,1	V	关心	關心	to be concerned about; to care about
L2-0203	2	观点	觀點	guān diǎn	1,3	N	观点	觀點	point of view; viewpoint; standpoint; CL:個|个[ge4]
L2-0204	2	广场	廣場	guǎng chǎng	3,3	N	广场	廣場	public square; plaza
L2-0205	2	广告	廣告	guǎng gào	3,4	N	广告	廣告	to advertise; a commercial; advertisement; CL:項|项[xiang4]
L2-0206	2	国际	國際	guó jì	2,4	N	国际	國際	international
L2-0207	2	过来	過來	guò lái	4,2	V	过来	過來	to come over; to manage; to handle; to be able to take care of
L2-0208	2	过年	過年	guò nián	4,2		过年	過年	to celebrate the Chinese New Year
L2-0209	2	过去	過去	guò qù	4,4	V	过去	過去	(in the) past; former; previous; to go over; to pass by
L2-0210	2	过	過	guo	5	Aux	过	過	(experienced action marker)
L2-0211	2	海	海	hǎi	3	N	海	海	ocean; sea; CL:個|个[ge4],片[pian4]; great number of people or things; (dialect) numerous
L2-0212	2	海边	海邊	hǎi biān	3,1		海边	海邊	coast; seaside; seashore; beach
L2-0213	2	喊	喊	hǎn	3	V	喊	喊	to yell; to shout; to call out for (a person)
L2-0214	2	好	好	hǎo	3	Adv	好	好	good; appropriate; proper; all right!; (before a verb) easy to; (before a verb) good to; (before an adjective for exclamatory effect) so; (verb complement indicating completion); (of two people) close; on intimate terms; (after a personal pronoun) hello
L2-0215	2	好处	好處	hǎo chu	3,5	N	好处	好處	benefit; advantage; merit; gain; profit; also pr. [hao3chu4]
L2-0216	2	好多	好多	hǎo duō	3,1	Num	好多	好多	many; quite a lot; much better
L2-0217	2	好久	好久	hǎo jiǔ	3,3	Adj	好久	好久	(coll.) for a long time
L2-0218	2	好人	好人	hǎo rén	3,2	N	好人	好人	good person; healthy person; person who tries not to offend anyone, even at the expense of principle
L2-0219	2	好事	好事	hǎo shì	3,4	N	好事	好事	good action, deed, thing or work (also sarcastic, "a fine thing indeed"); charity; happy occasion; Daoist or Buddhist ceremony for the souls of the dead
L2-0220	2	好像	好像	hǎo xiàng	3,4	Adv/V	好像	好像	as if; to seem like
